Property ID,Geographic ID,Type,Property Address,Legal Description,Owner Name,Doing Business As,Appraised Value
1225874,00000-122-5874,"Personal","125 BROADWAY ST  SAN ANTONIO, TX 78205","O C MUENNINK 125 00 BROADWAY ST INV FURN FIXT EQPT"," 0 C MUENNINK","O C MUENNINK","5,110"
1139847,00000-113-9847,"Personal","450 SOLEDAD ST  SAN ANTONIO, TX 78205","BONDS 007 ROCK BAR 450 SOLEDAD ST INV MACH EQPT SUP","007 ROCK, LLC","BONDS 007 ROCK BAR","16,790"
1316984,00411-003-0070,"Real","700 N ST MARYS ST  SAN ANTONIO, TX 78205","NCB 411 (ONE RIVERWALK)  BLK  3  LOT  7","1 RIVERWALK LLC","RIVERWALK PLACE  (ONE RIVERWALK)","34,332,210"
831322,90206-518-0020,"Personal","411 BONHAM  SAN ANTONIO, TX 78205-2011","BONHAM EXCHANGE 000411 00 BONHAM  INV FURN FIXT SUP","1122 CORPORATION","BONHAM EXCHANGE","27,600"
107935,00679-001-0270,"Real","1138 E COMMERCE ST  SAN ANTONIO, TX 78205","NCB   679  BLK    1 LOT   27  ","1138 EAST COMMERCE REALTY LLC","FORD POWELL & CARSON ARCHITECTS","1,375,000"
101180,00101-000-0190,"Real","114 E MAIN PLZ  SAN ANTONIO, TX 78205","NCB   101  BLK      LOT 20 & N IRR 17.36 FT OF 19 ","114 MAIN PLAZA LLC","FUTURE RETAIL/RESIDENTIAL DEVELOPMENT","1,320,000"
104120,00417-019-0031,"Real","115 BROADWAY ST  SAN ANTONIO, TX 78205","NCB   417  BLK   19 LOT    3 ARB A-6 ","115 BROADWAY LLC","MAVERICK WHISKEY ","1,572,860"
110974,00986-000-0241,"Real","126 VILLITA ST  SAN ANTONIO, TX 78205","NCB   986 BLK     LOT 24A & NW TRI PT & NE TRI 24.68 FT OF 25","126 VILLITA LLC","LAW OFFICES OF TAKAS STEVE","1,700,000"
1162245,00106-000-0350,"Real","135 E COMMERCE ST  SAN ANTONIO, TX 78205","NCB   106  BLK      LOT   35                (WITTE BUILDING I SUBD)","135 E COMMERCE LLC","VACANT","1,512,000"
1162664,00000-116-2664,"Personal","155 E COMMERCE ST  SAN ANTONIO, TX 78205","ESQUIRE BAR THE 155 E COMMERCE ST   INV FURN FIXT SUP LI","151 E COMMERCE LLC","ESQUIRE BAR THE","49,390"
101243,00106-000-0320,"Real","155 E COMMERCE ST  SAN ANTONIO, TX 78205","NCB   106  BLK      LOT   32  ","151 E COMMERCE LLC","THE ESQUIRE/DOWNSTAIRS","1,587,000"
1264531,00106-000-0360,"Real","155 E COMMERCE ST  SAN ANTONIO, TX 78205","NCB 106 (HILTON CANOPY HOTEL), LOT 36","155 E COMMERCE HOTEL LLC","%HILTON CANOPY HOTEL","14,680,510"
1273585,00000-127-3585,"Personal","215 N SAN SABA 103 SAN ANTONIO, TX 78205","15RX PHARMACY 215 N SAN SABA SUITE 103 INV FURN FIXT EQPT SUP LI","15RX LLC","15RX PHARMACY","79,930"
101630,00143-000-0011,"Real","204 ALAMO PLZ   SAN ANTONIO, TX 78205","NCB   143  BLK   P-101A & LOT 1 THRU 4 ","1859-HISTORIC HOTELS LTD","MENGER HOTEL     318 ROOMS","30,410,000"
1033158,00165-000-0310,"Real","320 BONHAM  SAN ANTONIO, TX 78205","NCB   165  BLK     LOT 31     (CROCKETT HOTEL SUBD)","1859-HISTORIC HOTELS LTD","CROCKETT HOTEL     138 ROOMS","14,700,000"
104160,00422-026-0030,"Real","105 N ALAMO ST  SAN ANTONIO, TX 78205","NCB   422  BLK   26 LOT    6  ","1909 LTD","GIBBS HOTEL      91 ROOMS","9,150,000"
102069,00180-000-0190,"Real","720 N SAINT MARYS ST  SAN ANTONIO, TX 78205","NCB   180  BLK      LOT    W IRRG 113.2 FT OF 18 ARB 20B ","2011 SPB PROPERTIES LLC","","1,349,390"
102077,00180-100-0010,"Real","724 N SAINT MARYS ST   SAN ANTONIO, TX 78205","NCB   180    BLK    LOT RIVERVIEW CONDOMINIUM SPECIAL PARKING UNITS 21-23","2011 SPB PROPERTIES LLC","","54,160"
103872,00407-017-0012,"Real","205 E HOUSTON ST  SAN ANTONIO, TX 78205","NCB   407  BLK   17 LOT 1,3, & S 45.86 FT OF 2,4,6, & W PT OF 5","205 EAST HOUSTON STREET LLC","GUNTER HOTEL     322 ROOMS","28,180,885"
103873,00407-017-0020,"Real","205 E HOUSTON ST  SAN ANTONIO, TX 78205","NCB   407  BLK   17 LOT N 125.16 FT OF 2, 4 & 6 ","205 EAST HOUSTON STREET LLC","GUNTER HOTEL PARKING","3,819,115"
104053,00416-023-0110,"Real","212 COLLEGE ST  SAN ANTONIO, TX 78205","NCB   416  BLK   23 LOT S PT OF 3 ARB A12 ","212 COLLEGE STREET LTD","JOE'S CRAB SHACK & NIX PARKING","2,995,000"
103869,00407-017-0000,"Real","214 E TRAVIS ST  SAN ANTONIO, TX 78205","NCB   407  BLK  17  LOT 8 TRAVIS PARK LOFTS CONDOMINIUMS","214 TRAVIS LTD","*EXEMPT*  - TRAVIS PARK LOFTS - CONDOS","0"
1138111,00149-000-0180,"Real","217 W TRAVIS ST  SAN ANTONIO, TX 78205","NCB 149 BLK LOT 18 (LAZ PARKING)","217 W TRAVIS LTD","","3,331,110"
106170,00589-002-0040,"Real","1231 E COMMERCE ST  SAN ANTONIO, TX 78205","NCB   589  BLK    2 LOT   4, 5 & 6 ","2300 COMMERCE LLC","","850,140"
106174,00589-002-0130,"Real","119 N CHERRY  SAN ANTONIO, TX 78205","NCB   589 BLK   2 S 50 FT OF 11 & 12 ARB A13 ","2300 COMMERCE LLC","","101,400"
101352,00116-000-0240,"Real","234 RIVER WALK ST  SAN ANTONIO, TX 78205","NCB 116  BLK   LOT 24 CROCKET STREET DEVELOPMENT SUBDIVISION","235 E COMMERCE LTD","WAXYS IRISH PUB","392,000"
101338,00116-000-0092,"Real","235 E COMMERCE ST  SAN ANTONIO, TX 78205","NCB   116  BLK      LOT E 26.9 FT OF 9 OR 12 & W TRI 2FT OF 20 & NW 1FT TRI OF 21","235 E COMMERCE LTD","SoHo Wine & Martini Bar","2,450,000"
101437,00122-000-0190,"Real","244 W HOUSTON ST  SAN ANTONIO, TX 78205","NCB   122  BLK      LOT 19  ","244 W HOUSTON LLC","JUNIPER TAR","346,340"
110692,00949-002-0134,"Real","1031 S SAINT MARYS ST  SAN ANTONIO, TX 78205","NCB 949 BLK S PT 3 LOT E 146.0 FT OF 13 EXCEPT SE TRI 14.94","2444 BABCOCK LTD","FAMILY DOLLAR                                 ","535,600"
104135,00418-016-0080,"Real","207 BROADWAY ST  SAN ANTONIO, TX 78205","NCB   418  BLK   16 LOT 8  ","2444 BABCOCK LTD","SAVEURS/COURTESY LOAN","625,830"
104219,00429-019-0010,"Real","212 W 3RD ST  SAN ANTONIO, TX 78205","NCB   429 BLK  19 LOT 1 & SW 25 FT OF 2 ","300 BROADWAY LLC","KINGSTON MFG. CO./HERWECK'S                   ","1,135,000"
103945,00410-004-0150,"Real","300 CONVENT ST  SAN ANTONIO, TX 78205","NCB   410   BLK   4  LOT 15  ","300 CONVENT LLC","300 CONVENT (FORMER: BANK OF AMERICA PLAZA)","89,768,000"
101777,00154-000-0170,"Real","305 SOLEDAD ST  SAN ANTONIO, TX 78205","NCB   154  BLK      LOT 17  HALFF SUBD","305 SOLEDAD LOT LTD","AMPCO                                         ","3,134,130"
101215,00105-000-0030,"Real","331 W COMMERCE ST  SAN ANTONIO, TX 78205","NCB   105  BLK      LOT  ARB A-9, A-10 & A-13 ","331 WEST COMMERCE L P","","759,080"
1119598,00599-001-0102,"Real","1524 E COMMERCE ST  SAN ANTONIO, TX 78205","NCB   599  BLK    A LOT 10           (SHILA SUBD)","3P HOSPITALITY LLC","LA HACIENDA INN   19 ROOMS","844,000"
104056,00416-023-0140,"Real","400 E HOUSTON ST  SAN ANTONIO, TX 78205","NCB   416  BLK   23 LOT E IRRG 60.5 FT OF W 100.9 FT OF 5 OR ARB A6","400 E HOUSTON STREET LP","MAVERICK (86 UNITS)","7,963,090"
104123,00417-019-0060,"Real","401 E HOUSTON ST  SAN ANTONIO, TX 78205","NCB   417 BLK  19 CIR 6 & W 1.1 FT OF 5 ARB A1 ","401 EAST HOUSTON STREET LLC","16% VACANT - THE BURNS BUILDING","6,100,000"
110079,00904-000-0230,"Real","405 S PRESA ST  SAN ANTONIO, TX 78205","NCB   904 BLK     LOT  A37  ","405 SOUTH PRESA STREET LLC","LAW OFFICE","453,000"
1314404,00416-300-0000,"Real","414 NAVARRO ST  SAN ANTONIO, TX 78205","NCB 416 (414 NAVARRO BUILDING OFFICE CONDOMINIUM), BLK 23  LOT 21/2 ARB A10 & A11 ***MASTER FILE/COMMON ELEMENT***","414 NAVARRO BUILDING OFFICE CONDOMINIUMS OWNERS ASSOCIATION INC","NIX PROFESSIONAL BLDG","31,449,830"
101532,00132-000-0390,"Real","409 N FLORES ST  SAN ANTONIO, TX 78205","NCB  132    BLK  LOT  39  PECAN PARAGON SUBDIVISION","425 N FLORES LTD","","1,378,200"
101516,00132-000-0290,"Real","437 N FLORES ST  SAN ANTONIO, TX 78205","NCB   132  BLK      LOT   28 1/2 ","425 N FLORES LTD","","506,180"
101523,00132-000-0350,"Real","425 N FLORES ST  SAN ANTONIO, TX 78205","NCB   132  BLK      LOT 32 & 32 1/2 ARB A 21 & A 22 ","425 N FLORES LTD","SX CALLAHAN                                   ","1,559,230"
552131,14485-000-0040,"Real","500 S SANTA ROSA  SAN ANTONIO, TX 78205","NCB 14485 BLK LOT 4  ","500 600 601 SANTA ROSA LLC &","SOAP FACTORY APARTMENTS","12,958,200"
104148,00421-024-0010,"Real","505 E TRAVIS ST  SAN ANTONIO, TX 78205","NCB   421  BLK   24 LOT    E IRR 52.13 FT OF 1 & E IRR 49.72 FT OF S 31.19 OF 2","505 TRAVIS BUILDING LLC","100% VACANT -505 EAST TRAVIS BLDG","1,435,680"
966665,92002-470-2442,"Personal","114 JEFFERSON ST  SAN ANTONIO, TX 78205","TEXAN II 000114 00 JEFFERSON ST INV FURN FIXT EQPT SUP ","5172 INC","TEXAN II","2,600"
104161,00422-026-0040,"Real","519 E HOUSTON ST  SAN ANTONIO, TX 78205","NCB   422 BLK  26 E 26.3 FT OF 5 ARB A5 ","519 EHS LLC","BAZAAR ISTANBUL","1,020,000"
110068,00903-000-0443,"Real","526 S PRESA ST  SAN ANTONIO, TX 78205","NCB   903   BLK     LOT  A45  ","526 SOUTH PRESA LTD","","405,000"
1128247,13815-004-0040,"Real","604 S ALAMO ST  SAN ANTONIO, TX 78205","NCB 13815   BLK   4 LOT 4 & S IRR 45.66 FT OF 2 (.031 AC)","604 S ALAMO LLC","BATTALION RESTAURANT","1,100,030"
1212933,00000-121-2933,"Personal","201 W COMMERCE ST  SAN ANTONIO, TX 78205","7 ELEVEN INC #36890 201 W COMMERCE ST INV FURN FIXT EQPT SUP LI","7 ELEVEN INC","7 ELEVEN INC #36890","192,690"
110072,00903-000-0480,"Real","713 S ALAMO ST  SAN ANTONIO, TX 78205","NCB   903   BLK     LOT  A48 OR E PT OF 46 ","713 SOUTH ALAMO LLC","JOKESTERS PUB & GRUB","622,620"
110071,00903-000-0460,"Real","715 S ALAMO ST  SAN ANTONIO, TX 78205","NCB   903 BLK     LOT W PT OF 46, N 56.6FT OF 14 OR A46 ","713 SOUTH ALAMO LLC","MENY'S PAINT CO.                              ","414,940"
110046,00902-000-0051,"Real","736 S SAINT MARYS ST  SAN ANTONIO, TX 78205","NCB   902  BLK      LOT   21  ","736 S ST MARYS ST MGMT LTD","LA VILLITA INN MOTEL    20 ROOMS","366,960"
1296531,00000-129-6531,"Personal","213 ALAMO PLZ  SAN ANTONIO, TX 78205","LIBER T 213 ALAMO PLZ INV FURN FIX MACH EQPT SUP LI","777TS INC","LIBER T","51,410"
103942,00409-012-0060,"Real","228 E MARTIN ST  SAN ANTONIO, TX 78205","NCB   409  BLK   12 LOT N 84.3 FT OF 6, 7 & 8 ","800 NAVARRO PARTNERS LTD","(M) PARKING FOR TRAVIS PARK NORTH","1,069,470"
104029,00413-011-0010,"Real","800 NAVARRO ST  SAN ANTONIO, TX 78205","NCB   413  BLK   11 LOT 1, W 28 FT OF 2 ","800 NAVARRO PARTNERS LTD","(M) TRAVIS PARK NORTH","1,625,000"
110044,00902-000-0030,"Real","808 S SAINT MARYS ST  SAN ANTONIO, TX 78205","NCB   902 BLK     LOT 19  ","808 S ST MARYS LLC","ENTERPRISE RENT-A-CAR","388,340"
109019,00801-027-0170,"Real","825 N SAINT MARYS ST   SAN ANTONIO, TX 78205","NCB   801  BLK   27 LOT E 48.33 FT OF 17 ","825 N ST MARYS LLC","","1,792,400"
109048,00802-003-0022,"Real","830 N SAINT MARYS ST  SAN ANTONIO, TX 78205","NCB: 802 BLK: 3 LOT: 2,3,4,5 & E 12 FT OF 6 ","830 N ST MARYS HOTEL LTD","HOTEL INDIGO     149  ROOMS","11,905,460"
109017,00801-027-0151,"Real","827 N SAINT MARYS ST   SAN ANTONIO, TX 78205","NCB 801  BLK 27 LOT 15 & 16  ","830 N ST MARYS HOTEL LTD","HOTEL INDIGO PARKING LOT","614,540"
109015,00801-027-0140,"Real","833 N SAINT MARYS ST  SAN ANTONIO, TX 78205","NCB   801  BLK   27 LOT S 58 FT OF 14 ","833 N ST MARYS LLC","MY BROTHER'S BAR","427,250"
108372,00741-004-0191,"Real","951 S ALAMO ST  SAN ANTONIO, TX 78205","NCB 741  BLK 4  LOT 19 & SE IRR 107.33 FT OF 20 ","951 SOUTH ALAMO LLC","Highland Commercial Properties","800,090"
1188510,00000-118-8510,"Personal","603 S ALAMO ST 1-2 SAN ANTONIO, TX 78205-3401","A DREAMWEAVER FLORIST INC 603 S ALAMO ST STE 1 & 2 INV EQPT VEH SUP","A DREAMWEAVER FLORIST INC","A DREAMWEAVER FLORIST INC","8,800"
1238528,00000-123-8528,"Personal","130 E TRAVIS ST 350 SAN ANTONIO, TX 78205-1601","LONGORIA A FEDERICO III PC 130 E TRAVIS ST STE 350 FURN FIXT MACH EQPT SPLS","A FEDERICO LONGORIA III PC","LONGORIA A FEDERICO III PC","1,960"
1184849,00000-118-4849,"Personal","311 N MAIN AVE  SAN ANTONIO, TX 78205","A TO Z STAMP COMPANY 311 N MAIN AVE INV FURN FIXT EQPT SUP","A TO Z STAMP COMPANY","A TO Z STAMP COMPANY","4,480"
810146,90101-542-5510,"Personal","120 BROADWAY ST  SAN ANTONIO, TX 78205-1904","A-AWESOME TICKETS 000120 00 BROADWAY ST FURN FIXT EQPT SUP ","A-AWESOME TICKETS","A-AWESOME TICKETS","3,760"
552132,14486-000-0020,"Real","343 W HOUSTON ST  SAN ANTONIO, TX 78205","NCB 14486   BLK     LOT    2  IMPT ONLY ACCT","AA ROSA VERDE OWNER LLC","51.65% VAC - (IMPT ONLY) ROSA VERDE TOWER","2,390,000"
